created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.truncated,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status.created_at,quoted_status.id,quoted_status.id_str,quoted_status.text,quoted_status.truncated,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.source,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.in_reply_to_screen_name,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.name,quoted_status.user.screen_name,quoted_status.user.location,quoted_status.user.description,quoted_status.user.url,quoted_status.user.entities.url.urls,quoted_status.user.entities.description.urls,quoted_status.user.protected,quoted_status.user.followers_count,quoted_status.user.friends_count,quoted_status.user.listed_count,quoted_status.user.created_at,quoted_status.user.favourites_count,quoted_status.user.utc_offset,quoted_status.user.time_zone,quoted_status.user.geo_enabled,quoted_status.user.verified,quoted_status.user.statuses_count,quoted_status.user.lang,quoted_status.user.contributors_enabled,quoted_status.user.is_translator,quoted_status.user.is_translation_enabled,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.has_extended_profile,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.following,quoted_status.user.follow_request_sent,quoted_status.user.notifications,quoted_status.user.translator_type,quoted_status.geo,quoted_status.coordinates,quoted_status.place,quoted_status.contributors,quoted_status.is_quote_status,quoted_status.retweet_count,quoted_status.favorite_count,quoted_status.favorited,quoted_status.retweeted,quoted_status.lang,quoted_status.user.profile_banner_url,quoted_status.possibly_sensitive,retweeted_status.quoted_status_id,retweeted_status.quoted_status_id_str,retweeted_status.quoted_status.created_at,retweeted_status.quoted_status.id,retweeted_status.quoted_status.id_str,retweeted_status.quoted_status.text,retweeted_status.quoted_status.truncated,retweeted_status.quoted_status.metadata.iso_language_code,retweeted_status.quoted_status.metadata.result_type,retweeted_status.quoted_status.source,retweeted_status.quoted_status.in_reply_to_status_id,retweeted_status.quoted_status.in_reply_to_status_id_str,retweeted_status.quoted_status.in_reply_to_user_id,retweeted_status.quoted_status.in_reply_to_user_id_str,retweeted_status.quoted_status.in_reply_to_screen_name,retweeted_status.quoted_status.user.id,retweeted_status.quoted_status.user.id_str,retweeted_status.quoted_status.user.name,retweeted_status.quoted_status.user.screen_name,retweeted_status.quoted_status.user.location,retweeted_status.quoted_status.user.description,retweeted_status.quoted_status.user.url,retweeted_status.quoted_status.user.entities.url.urls,retweeted_status.quoted_status.user.entities.description.urls,retweeted_status.quoted_status.user.protected,retweeted_status.quoted_status.user.followers_count,retweeted_status.quoted_status.user.friends_count,retweeted_status.quoted_status.user.listed_count,retweeted_status.quoted_status.user.created_at,retweeted_status.quoted_status.user.favourites_count,retweeted_status.quoted_status.user.utc_offset,retweeted_status.quoted_status.user.time_zone,retweeted_status.quoted_status.user.geo_enabled,retweeted_status.quoted_status.user.verified,retweeted_status.quoted_status.user.statuses_count,retweeted_status.quoted_status.user.lang,retweeted_status.quoted_status.user.contributors_enabled,retweeted_status.quoted_status.user.is_translator,retweeted_status.quoted_status.user.is_translation_enabled,retweeted_status.quoted_status.user.profile_background_color,retweeted_status.quoted_status.user.profile_background_image_url,retweeted_status.quoted_status.user.profile_background_image_url_https,retweeted_status.quoted_status.user.profile_background_tile,retweeted_status.quoted_status.user.profile_image_url,retweeted_status.quoted_status.user.profile_image_url_https,retweeted_status.quoted_status.user.profile_banner_url,retweeted_status.quoted_status.user.profile_link_color,retweeted_status.quoted_status.user.profile_sidebar_border_color,retweeted_status.quoted_status.user.profile_sidebar_fill_color,retweeted_status.quoted_status.user.profile_text_color,retweeted_status.quoted_status.user.profile_use_background_image,retweeted_status.quoted_status.user.has_extended_profile,retweeted_status.quoted_status.user.default_profile,retweeted_status.quoted_status.user.default_profile_image,retweeted_status.quoted_status.user.following,retweeted_status.quoted_status.user.follow_request_sent,retweeted_status.quoted_status.user.notifications,retweeted_status.quoted_status.user.translator_type,retweeted_status.quoted_status.geo,retweeted_status.quoted_status.coordinates,retweeted_status.quoted_status.place,retweeted_status.quoted_status.contributors,retweeted_status.quoted_status.is_quote_status,retweeted_status.quoted_status.retweet_count,retweeted_status.quoted_status.favorite_count,retweeted_status.quoted_status.favorited,retweeted_status.quoted_status.retweeted,retweeted_status.quoted_status.possibly_sensitive,retweeted_status.quoted_status.lang
Sun Dec 06 22:36:30 +0000 2020,1335714763679158274,1335714763679158274,Stephan Howeg from the Adecco Group shares how vocational training can help create a positive future for young peop… https://t.co/7DbX1eTL7n,True,"<a href=""https://app.clearviewsocial.com"" rel=""nofollow"">Clearview Social, Inc.</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1093523473,1093523473,Adecco Danbury,AdeccoDanbury,"Danbury, CT","Official Twitter site of the Danbury, Connecticut branch of Adecco USA. Follow for industry insights, local job opportunities, and job search advice.",http://t.co/kvUFEzae,"[{'url': 'http://t.co/kvUFEzae', 'expanded_url': 'http://www.adeccousa.com', 'display_url': 'adeccousa.com', 'indices': [0, 20]}]",[],False,200,19,4,Tue Jan 15 23:20:25 +0000 2013,12,,,True,False,1043,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3117512427/d5fbbaf0435e32eb00a1d3674b1526ee_normal.jpeg,https://pbs.twimg.com/profile_images/3117512427/d5fbbaf0435e32eb00a1d3674b1526ee_normal.jpeg,https://pbs.twimg.com/profile_banners/1093523473/1358363933,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:30:49 +0000 2020,1335713330942648320,1335713330942648320,@miles_k A whole bunch of computer accessories/monitor to create a #wfh situation...,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3357063843825213e+18,1335706384382521344,17839976.0,17839976,miles_k,,,,,False,0,0,False,False,,en,en,recent,1201132878400294913,1201132878400294913,BlkGrlFounder😷,BlkGrlFounder,"New York, NY","Serial Entrepreneur & Online Learning Leader. Founder of https://t.co/fETP3gPVzB, https://t.co/vXwHhjiivO & https://t.co/RYRs4sqmjD ⚡Prev: @NYTimes @Sothebys @Columb",https://t.co/RYRs4sqmjD,"[{'url': 'https://t.co/RYRs4sqmjD', 'expanded_url': 'http://edCircle.org', 'display_url': 'edCircle.org', 'indices': [0, 23]}]","[{'url': 'https://t.co/fETP3gPVzB', 'expanded_url': 'http://Blkgrlswurld.com', 'display_url': 'Blkgrlswurld.com', 'indices': [57, 80]}, {'url': 'https://t.co/vXwHhjiivO', 'expanded_url': 'http://ACLaurelle.com', 'display_url': 'ACLaurelle.com', 'indices': [82, 105]}, {'url': 'https://t.co/RYRs4sqmjD', 'expanded_url': 'http://edCircle.org', 'display_url': 'edCircle.org', 'indices': [108, 131]}]",False,109,691,0,Sun Dec 01 13:36:17 +0000 2019,4219,,,True,False,1126,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1318172490963865602/34IatSQf_normal.jpg,https://pbs.twimg.com/profile_images/1318172490963865602/34IatSQf_normal.jpg,https://pbs.twimg.com/profile_banners/1201132878400294913/1602206039,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:26:47 +0000 2020,1335712317095309313,1335712317095309313,"Heading to Barangka river bunguio ZC..

#alterzambo
#alterph
#WFH
#NatureTripping https://t.co/yNJQJWfFCj",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,False,tl,tl,recent,1087262077272567809,1087262077272567809,Ralph,Ralph49629380,"Zamboanga Peninsula, Republic ",Friendly,,,[],False,574,342,0,Mon Jan 21 08:14:14 +0000 2019,809,,,True,False,220,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1129779662106664961/oMIye6j3_normal.jpg,https://pbs.twimg.com/profile_images/1129779662106664961/oMIye6j3_normal.jpg,https://pbs.twimg.com/profile_banners/1087262077272567809/1595118016,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,3786242227aeccce,https://api.twitter.com/1.1/geo/id/3786242227aeccce.json,admin,Zamboanga Peninsula,"Zamboanga Peninsula, Republic of the Philippines",PH,Republic of the Philippines,[],Polygon,"[[[121.8994113, 6.880958], [123.668308, 6.880958], [123.668308, 8.7508685], [121.8994113, 8.7508685]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:26:00 +0000 2020,1335712121972256770,1335712121972256770,"If your firm's working from home, it's essential you track your billable hours accurately. 

Check out these three… https://t.co/qAJVDresyN",True,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1016807516,1016807516,Toofr Sales Hacking,EmailPatterns,"San Francisco, CA",Official Twitter account of https://t.co/ODEquwGdRf. Tweets about #saleshacking and #bootstrapping. Written by @rbucks.,https://t.co/i2GpRnhNHB,"[{'url': 'https://t.co/i2GpRnhNHB', 'expanded_url': 'https://www.toofr.com', 'display_url': 'toofr.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/ODEquwGdRf', 'expanded_url': 'http://Toofr.com', 'display_url': 'Toofr.com', 'indices': [28, 51]}]",False,58,6,3,Mon Dec 17 06:06:22 +0000 2012,0,,,False,False,2540,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/815344114367463424/ojW9sSVE_normal.jpg,https://pbs.twimg.com/profile_images/815344114367463424/ojW9sSVE_normal.jpg,https://pbs.twimg.com/profile_banners/1016807516/1483230980,B46666,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:25:04 +0000 2020,1335711884239056899,1335711884239056899,I finally have a designated work space! #WFH https://t.co/5MRrwTPT6A,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,False,en,en,recent,1282668167681265665,1282668167681265665,Kelly Morrow McCarthy,KellyMM_neuro,,"Neuroscience & Cognitive Science (NACS) graduate student at #UMD Thoughts/opinions are my own, sometimes to my own detriment. 🧠🐙",,,[],False,33,59,0,Mon Jul 13 13:28:23 +0000 2020,596,,,False,False,127,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1331042024448008195/w9YBe34M_normal.jpg,https://pbs.twimg.com/profile_images/1331042024448008195/w9YBe34M_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:23:45 +0000 2020,1335711553237159936,1335711553237159936,"RT @anand1agarwal: It has been almost 60 days now in this #NewNormal.  I hope we all have incorporated some new behaviours in this time, wh…",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,789,0,False,False,,en,en,recent,715901372,715901372,SARAH Campbell 🇬🇧,sarahcampbell7p,SA///UK,self invented female/ a digital marketing strategist / a woman with a good heart/ please no dick pics or you get blocked ❌,https://t.co/nHz8YBiRMX,"[{'url': 'https://t.co/nHz8YBiRMX', 'expanded_url': 'http://kreedinvest.com', 'display_url': 'kreedinvest.com', 'indices': [0, 23]}]",[],False,319,366,0,Wed Jul 25 11:13:02 +0000 2012,1459,,,False,False,342,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1307337176099762176/bqYqh1op_normal.jpg,https://pbs.twimg.com/profile_images/1307337176099762176/bqYqh1op_normal.jpg,https://pbs.twimg.com/profile_banners/715901372/1600942221,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,Sat May 23 07:00:02 +0000 2020,1.2640886847200952e+18,1264088684720095234,It has been almost 60 days now in this #NewNormal.  I hope we all have incorporated some new behaviours in this tim… https://t.co/0E2pT0BqFz,True,en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,400709421.0,400709421,Anand Agarwal,anand1agarwal,Global,"Group CEO and Director, STL - Sterlite Tech | Passionate about transforming lives through Digital Technologies | Discovering new skills at home",https://t.co/MkdYFIoD7G,"[{'url': 'https://t.co/MkdYFIoD7G', 'expanded_url': 'https://in.linkedin.com/in/anandagarwal2', 'display_url': 'in.linkedin.com/in/anandagarwa…', 'indices': [0, 23]}]",[],False,92983.0,58.0,11.0,Sat Oct 29 13:11:34 +0000 2011,20.0,,,False,False,611.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1242713451853561857/naDiDmtB_normal.jpg,https://pbs.twimg.com/profile_images/1242713451853561857/naDiDmtB_normal.jpg,https://pbs.twimg.com/profile_banners/400709421/1586332607,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,789.0,9902.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:21:20 +0000 2020,1335710944073310213,1335710944073310213,"RT @CarrCommsLtd: Thinking about learning some new skills?

We  are offering the same great service, virtually. 

Our online programmes cov…",False,"<a href=""http://www.prca.ie"" rel=""nofollow"">PRCA (Ireland)</a>",,,,,,,,,,False,1,0,False,False,,en,en,recent,849573313559056384,849573313559056384,PRCA (Ireland),PRCA_Ireland,"Dublin City, Ireland",The PRCA is the trade association for Irish consultancies engaged in the practice of PR. This account primarily retweets the activity of our members.,https://t.co/o3Dh5K041i,"[{'url': 'https://t.co/o3Dh5K041i', 'expanded_url': 'http://www.prca.ie', 'display_url': 'prca.ie', 'indices': [0, 23]}]",[],False,865,105,9,Wed Apr 05 10:43:57 +0000 2017,924,,,False,False,13917,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850007617804095488/wy4mWmQ__normal.jpg,https://pbs.twimg.com/profile_images/850007617804095488/wy4mWmQ__normal.jpg,https://pbs.twimg.com/profile_banners/849573313559056384/1491402197,0084B4,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,Sun Dec 06 22:18:48 +0000 2020,1.335710306421633e+18,1335710306421633027,"Thinking about learning some new skills?

We  are offering the same great service, virtually. 

Our online programm… https://t.co/7fx62aZW0e",True,en,recent,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,297933855.0,297933855,Carr Communications,CarrCommsLtd,"24 Fitzwilliam Place, Dublin 2","Providing superior communications and training services to clients for over 40 years.

 #BehaviouralInsights #Media #PR #Careers #ChangeManagement #Digital",https://t.co/63aJGkCDz9,"[{'url': 'https://t.co/63aJGkCDz9', 'expanded_url': 'http://www.carrcommunications.ie/', 'display_url': 'carrcommunications.ie', 'indices': [0, 23]}]",[],False,3183.0,3483.0,43.0,Fri May 13 11:23:58 +0000 2011,1413.0,,,True,False,3128.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1275085664518889478/QEpdjucY_normal.jpg,https://pbs.twimg.com/profile_images/1275085664518889478/QEpdjucY_normal.jpg,https://pbs.twimg.com/profile_banners/297933855/1593441919,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,0.0,False,False,en,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:20:17 +0000 2020,1335710681547595776,1335710681547595776,"Welcome to my life guys!
#wfh",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,,en,en,recent,1270563306726723584,1270563306726723584,Jenna James,SouthernTemptr1,,,https://t.co/F5BxW9rbpO,"[{'url': 'https://t.co/F5BxW9rbpO', 'expanded_url': 'http://jennajames.net', 'display_url': 'jennajames.net', 'indices': [0, 23]}]",[],False,5,45,0,Wed Jun 10 03:48:01 +0000 2020,3,,,False,False,12,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1328894418116636672/Xthwir2E_normal.jpg,https://pbs.twimg.com/profile_images/1328894418116636672/Xthwir2E_normal.jpg,https://pbs.twimg.com/profile_banners/1270563306726723584/1605668272,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:18:48 +0000 2020,1335710306421633027,1335710306421633027,"Thinking about learning some new skills?

We  are offering the same great service, virtually. 

Our online programm… https://t.co/7fx62aZW0e",True,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,1,0,False,False,False,en,en,recent,297933855,297933855,Carr Communications,CarrCommsLtd,"24 Fitzwilliam Place, Dublin 2","Providing superior communications and training services to clients for over 40 years.

 #BehaviouralInsights #Media #PR #Careers #ChangeManagement #Digital",https://t.co/63aJGkCDz9,"[{'url': 'https://t.co/63aJGkCDz9', 'expanded_url': 'http://www.carrcommunications.ie/', 'display_url': 'carrcommunications.ie', 'indices': [0, 23]}]",[],False,3183,3483,43,Fri May 13 11:23:58 +0000 2011,1413,,,True,False,3128,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/1275085664518889478/QEpdjucY_normal.jpg,https://pbs.twimg.com/profile_images/1275085664518889478/QEpdjucY_normal.jpg,https://pbs.twimg.com/profile_banners/297933855/1593441919,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Dec 06 22:17:55 +0000 2020,1335710084324880384,1335710084324880384,"RT @Eposaudio: Our award-winning headset, the #EPOS #ADAPT660, comes equipped with our Active Noise Cancelling technology to make working e…",False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,,,,False,2,0,False,False,,en,en,recent,350494663,350494663,Joerg Nuesken,UnifiedComCola,Somewhere in the cloud,working @Epos_audio +++ EPOS Enterprise Solutions +++ responsible for HighTouch/partner business +++ Tweets about UCC & Digital Workplace related news,https://t.co/DJ36QUfjFW,"[{'url': 'https://t.co/DJ36QUfjFW', 'expanded_url': 'http://www.eposaudio.com', 'display_url': 'eposaudio.com', 'indices': [0, 23]}]",[],False,194,305,14,Sun Aug 07 21:35:04 +0000 2011,514,,,True,False,701,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/972470111557902336/gcEV0GlU_normal.jpg,https://pbs.twimg.com/profile_images/972470111557902336/gcEV0GlU_normal.jpg,https://pbs.twimg.com/profile_banners/350494663/1582787853,0095D5,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,Fri Dec 04 14:00:10 +0000 2020,1.3348600484100424e+18,1334860048410042369,"Our award-winning headset, the #EPOS #ADAPT660, comes equipped with our Active Noise Cancelling technology to make… https://t.co/Vw1eZJ6Ucr",True,en,recent,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>",,,,,,3352298441.0,3352298441,EPOS,Eposaudio,Copenhagen,EPOS delivers high-end audio and video solutions based on pioneering audio technology #thepowerofaudio,https://t.co/FsPzvFD9Zg,"[{'url': 'https://t.co/FsPzvFD9Zg', 'expanded_url': 'http://eposaudio.com', 'display_url': 'eposaudio.com', 'indices': [0, 23]}]",[],False,1637.0,473.0,9.0,Tue Jun 30 20:07:23 +0000 2015,293.0,,,True,False,656.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1313786540238217217/6dzYK8TV_normal.jpg,https://pbs.twimg.com/profile_images/1313786540238217217/6dzYK8TV_normal.jpg,https://pbs.twimg.com/profile_banners/3352298441/1604312330,0084B4,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,2.0,4.0,False,False,en,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
